observed_date,precipitation_mm,condition,severe,temperature_c,wind_kmh,humidity_pct,visibility_km
2014-02-06,0.5,Parcialmente nublado,False,26.8,5.0,86,10.1
2014-02-07,0.1,Despejado,False,22.5,16.9,68,11.2
2014-02-08,81.4,Alerta de inundación,True,32.2,14.5,66,9.8
2014-02-09,0.1,Despejado,False,26.5,10.3,82,10.2
2014-02-10,0.2,Despejado,False,27.4,27.7,76,7.1
2014-02-11,7.2,Lluvia ligera,False,24.8,16.7,67,11.2
2014-02-12,26.7,Tormenta,True,28.0,31.2,77,9.2
2014-02-13,0.3,Despejado,False,27.3,17.3,62,9.7
2014-02-14,9.9,Lluvia ligera,False,25.4,6.6,65,10.4
2014-02-15,0.4,Despejado,False,27.2,21.5,84,6.8
2014-02-16,0.1,Parcialmente nublado,False,30.4,23.4,76,9.3
2014-02-17,0.2,Despejado,False,24.0,14.4,69,9.4
2014-02-18,0.0,Despejado,False,31.9,9.7,75,10.9
2014-02-19,0.2,Despejado,False,29.5,15.0,63,8.4
2014-02-20,0.2,Despejado,False,27.0,12.7,77,10.6
2014-02-21,0.0,Despejado,False,27.4,12.2,63,9.7
2014-02-22,0.0,Despejado,False,28.7,13.4,65,9.7
2014-02-23,0.3,Despejado,False,29.5,20.4,66,9.1
2014-02-24,0.8,Parcialmente nublado,False,25.4,25.6,66,9.6
2014-02-25,0.3,Despejado,False,31.6,12.3,60,11.3
2014-02-26,0.1,Despejado,False,31.5,17.6,78,7.0
2014-02-27,2.1,Nublado,False,26.6,10.2,65,7.9
2014-02-28,3.2,Nublado,False,25.1,13.7,65,11.4
2014-03-01,0.4,Nublado,False,24.8,16.5,80,6.8
2014-03-02,0.0,Despejado,False,23.4,5.0,60,11.7
2014-03-03,0.3,Despejado,False,21.2,11.7,84,8.8
2014-03-04,0.1,Despejado,False,24.0,21.4,65,11.6
2014-03-05,0.4,Despejado,False,15.7,21.7,72,7.5
2014-03-06,1.2,Parcialmente nublado,False,22.9,35.2,68,9.5
2014-03-07,0.1,Despejado,False,20.1,11.8,60,8.1
2014-03-08,2.0,Nublado,False,27.2,21.5,66,10.4
2014-03-09,0.9,Parcialmente nublado,False,24.9,26.0,69,7.7
2014-03-10,5.6,Lluvia ligera,False,17.4,14.2,75,10.5
2014-03-11,0.0,Despejado,False,23.4,14.4,67,11.0
2014-03-12,13.5,Lluvia ligera,False,17.4,22.3,61,8.4
2014-03-13,6.4,Lluvia ligera,False,26.8,18.3,81,7.5
2014-03-14,0.8,Parcialmente nublado,False,20.3,17.2,82,8.7
2014-03-15,2.6,Nublado,False,26.2,14.6,59,10.9
2014-03-16,0.2,Despejado,False,23.1,11.8,81,8.0
2014-03-17,0.3,Despejado,False,28.3,20.9,85,8.4
2014-03-18,0.2,Parcialmente nublado,False,20.7,9.1,81,10.1
2014-03-19,8.2,Lluvia ligera,False,26.0,13.4,65,9.6
2014-03-20,0.9,Parcialmente nublado,False,21.1,17.7,81,7.7
2014-03-21,0.4,Despejado,False,17.8,21.2,67,11.2
2014-03-22,0.0,Despejado,False,24.3,17.3,61,8.4
2014-03-23,0.4,Despejado,False,18.8,22.8,70,11.3
2014-03-24,0.4,Despejado,False,19.8,21.9,76,9.4
2014-03-25,3.3,Nublado,False,18.1,13.7,79,7.1
2014-03-26,3.4,Nublado,False,21.9,6.6,75,9.0
2014-03-27,11.5,Lluvia ligera,False,15.9,42.4,86,10.2
2014-03-28,9.2,Lluvia ligera,False,22.5,15.8,59,10.9
2014-03-29,0.2,Parcialmente nublado,False,16.4,12.2,74,11.1
2014-03-30,5.2,Lluvia ligera,False,21.7,19.0,59,10.2
2014-03-31,0.4,Despejado,False,23.2,23.0,75,10.4
2014-04-01,0.2,Despejado,False,16.3,21.1,64,10.1
2014-04-02,7.7,Lluvia ligera,False,23.7,20.3,82,7.2
2014-04-03,0.0,Despejado,False,15.6,18.2,58,9.2
2014-04-04,13.5,Lluvia ligera,False,20.9,20.1,68,9.4
2014-04-05,0.1,Despejado,False,19.0,22.6,75,9.7
2014-04-06,8.3,Lluvia ligera,False,13.8,15.3,60,10.3
2014-04-07,1.2,Nublado,False,18.3,16.6,74,7.9
2014-04-08,2.0,Nublado,False,23.1,11.5,67,11.2
2014-04-09,0.6,Parcialmente nublado,False,19.8,26.0,62,10.4
2014-04-10,0.1,Despejado,False,22.3,5.0,58,11.2
2014-04-11,0.9,Parcialmente nublado,False,20.7,19.0,82,6.6
2014-04-12,0.3,Parcialmente nublado,False,17.9,20.2,60,9.0
2014-04-13,0.6,Parcialmente nublado,False,26.8,17.2,63,7.8
2014-04-14,0.0,Parcialmente nublado,False,16.4,13.5,72,9.1
2014-04-15,0.2,Despejado,False,22.6,9.7,82,7.5
2014-04-16,14.3,Tormenta,True,23.2,18.5,65,9.7
2014-04-17,3.5,Nublado,False,23.5,23.7,78,8.1
2014-04-18,0.1,Despejado,False,17.8,10.3,70,7.6
2014-04-19,1.4,Nublado,False,18.2,21.3,80,7.6
2014-04-20,0.8,Nublado,False,25.6,15.1,64,8.4
2014-04-21,0.4,Parcialmente nublado,False,24.6,17.9,85,8.3
2014-04-22,0.3,Despejado,False,23.1,8.5,81,8.1
2014-04-23,0.4,Despejado,False,14.9,20.8,86,8.9
2014-04-24,0.3,Despejado,False,26.5,14.0,73,10.8
2014-04-25,0.5,Nublado,False,21.2,19.5,85,9.9
2014-04-26,0.3,Despejado,False,21.4,10.9,67,9.8
2014-04-27,0.3,Despejado,False,17.8,15.7,82,7.4
2014-04-28,0.6,Parcialmente nublado,False,18.8,18.7,78,7.3
2014-04-29,0.3,Despejado,False,20.9,13.4,86,7.7
2014-04-30,0.3,Parcialmente nublado,False,25.0,19.6,57,10.9
2014-05-01,0.0,Despejado,False,25.7,16.0,58,11.2
2014-05-02,0.8,Parcialmente nublado,False,20.0,33.8,84,7.7
2014-05-03,0.0,Parcialmente nublado,False,17.6,5.0,71,10.7
2014-05-04,0.5,Nublado,False,18.9,21.1,63,8.7
2014-05-05,2.1,Nublado,False,13.2,14.1,60,10.9
2014-05-06,0.4,Despejado,False,22.6,20.7,55,9.4
2014-05-07,1.0,Parcialmente nublado,False,20.2,32.5,61,9.7
2014-05-08,0.3,Despejado,False,24.0,9.7,82,9.4
2014-05-09,0.3,Despejado,False,18.0,11.3,65,8.4
2014-05-10,0.2,Despejado,False,26.7,6.0,76,9.8
2014-05-11,0.2,Despejado,False,17.6,21.8,57,10.0
2014-05-12,0.0,Despejado,False,21.8,14.2,58,8.9
2014-05-13,0.5,Parcialmente nublado,False,20.6,15.5,59,11.1
2014-05-14,0.3,Despejado,False,23.9,35.0,79,9.5
2014-05-15,0.1,Despejado,False,16.6,13.1,79,7.5
2014-05-16,1.1,Parcialmente nublado,False,26.8,22.9,85,6.9
2014-05-17,0.1,Despejado,False,16.2,26.8,77,10.2
2014-05-18,1.8,Nublado,False,15.8,17.1,85,8.9
2014-05-19,0.1,Despejado,False,23.3,10.3,62,10.4
2014-05-20,8.6,Lluvia ligera,False,15.1,32.7,85,9.3
2014-05-21,0.1,Despejado,False,20.4,11.4,60,11.9
2014-05-22,8.0,Lluvia ligera,False,20.2,11.5,78,10.3
2014-05-23,3.8,Lluvia ligera,False,18.8,11.9,77,10.4
2014-05-24,0.2,Despejado,False,25.0,15.2,80,9.9
2014-05-25,2.4,Nublado,False,16.7,14.7,59,10.6
2014-05-26,0.1,Despejado,False,23.0,11.7,67,10.0
2014-05-27,0.4,Despejado,False,14.8,20.3,68,9.0
2014-05-28,2.1,Nublado,False,20.6,21.0,57,11.6
2014-05-29,0.0,Despejado,False,20.3,17.7,65,7.8
2014-05-30,0.6,Parcialmente nublado,False,28.1,23.9,79,6.9
2014-05-31,0.2,Despejado,False,17.6,19.3,74,7.3
2014-06-01,0.2,Despejado,False,8.6,23.2,58,8.6
2014-06-02,0.2,Despejado,False,14.6,6.1,68,8.0
2014-06-03,3.2,Nublado,False,16.3,16.0,61,11.3
2014-06-04,0.2,Despejado,False,11.4,5.7,60,8.9
2014-06-05,0.2,Despejado,False,14.4,26.7,57,9.8
2014-06-06,0.0,Despejado,False,11.6,11.9,83,10.1
2014-06-07,0.1,Despejado,False,12.3,19.9,63,8.5
2014-06-08,0.3,Despejado,False,11.5,15.9,54,8.5
2014-06-09,0.1,Despejado,False,18.1,14.6,69,10.4
2014-06-10,1.2,Nublado,False,13.4,18.7,78,7.1
2014-06-11,0.2,Despejado,False,11.7,13.9,62,9.0
2014-06-12,0.3,Despejado,False,13.8,17.4,65,7.8
2014-06-13,0.2,Despejado,False,13.9,12.2,77,8.0
2014-06-14,0.1,Despejado,False,11.9,37.6,54,11.0
2014-06-15,0.1,Despejado,False,13.1,25.3,70,7.5
2014-06-16,0.3,Despejado,False,14.1,9.4,71,9.1
2014-06-17,0.1,Parcialmente nublado,False,14.5,20.1,72,7.4
2014-06-18,0.3,Parcialmente nublado,False,14.9,10.5,60,10.4
2014-06-19,0.6,Parcialmente nublado,False,11.8,19.5,55,9.8
2014-06-20,1.1,Parcialmente nublado,False,18.9,22.1,77,8.2
2014-06-21,12.8,Lluvia ligera,False,11.1,8.5,75,9.0
2014-06-22,0.8,Parcialmente nublado,False,13.3,22.8,72,10.0
2014-06-23,0.4,Despejado,False,11.8,18.1,77,10.2
2014-06-24,0.2,Despejado,False,15.1,10.7,55,9.7
2014-06-25,2.3,Nublado,False,12.6,14.2,61,10.8
2014-06-26,0.1,Despejado,False,13.8,13.1,59,11.3
2014-06-27,1.6,Nublado,False,17.3,14.9,77,8.6
2014-06-28,0.4,Despejado,False,18.3,13.1,54,9.0
2014-06-29,0.4,Despejado,False,17.5,32.6,80,8.8
2014-06-30,0.3,Despejado,False,15.5,24.6,81,7.8
2014-07-01,1.5,Nublado,False,17.6,19.5,69,9.7
2014-07-02,0.2,Despejado,False,11.7,12.7,57,10.1
2014-07-03,0.1,Despejado,False,11.3,21.2,70,8.5
2014-07-04,3.1,Nublado,False,10.7,17.6,61,10.3
2014-07-05,1.1,Parcialmente nublado,False,15.4,27.4,72,8.0
2014-07-06,1.4,Nublado,False,19.0,11.2,75,10.6
2014-07-07,0.1,Despejado,False,14.0,28.0,75,7.1
2014-07-08,3.1,Nublado,False,14.6,16.9,66,9.6
2014-07-09,18.2,Tormenta,True,14.0,11.7,73,10.1
2014-07-10,3.2,Nublado,False,19.0,16.5,76,9.7
2014-07-11,0.4,Despejado,False,16.7,14.0,58,9.2
2014-07-12,0.3,Despejado,False,16.5,5.0,71,10.5
2014-07-13,0.1,Despejado,False,9.8,27.2,78,7.2
2014-07-14,0.7,Parcialmente nublado,False,12.2,30.3,59,9.8
2014-07-15,0.4,Parcialmente nublado,False,18.2,26.8,72,8.4
2014-07-16,0.1,Despejado,False,13.2,25.0,60,10.8
2014-07-17,0.6,Parcialmente nublado,False,10.1,26.1,70,10.6
2014-07-18,0.2,Despejado,False,12.7,23.3,69,8.4
2014-07-19,13.9,Lluvia ligera,False,12.6,16.4,52,10.1
2014-07-20,0.2,Despejado,False,10.3,27.8,57,11.3
2014-07-21,0.3,Despejado,False,14.3,20.7,56,11.4
2014-07-22,2.7,Nublado,False,14.1,11.2,70,10.5
2014-07-23,1.8,Nublado,False,20.1,16.0,79,8.9
2014-07-24,8.0,Lluvia ligera,False,14.5,21.7,75,10.8
2014-07-25,0.2,Despejado,False,13.3,10.9,58,9.7
2014-07-26,0.4,Despejado,False,10.8,24.8,61,10.8
2014-07-27,0.3,Despejado,False,12.5,10.7,55,11.9
2014-07-28,1.6,Nublado,False,18.6,17.6,60,10.3
2014-07-29,0.2,Despejado,False,12.3,12.5,75,7.2
2014-07-30,1.6,Nublado,False,12.7,12.3,77,10.7
2014-07-31,0.1,Despejado,False,10.7,18.9,66,10.6
2014-08-01,0.3,Despejado,False,11.0,7.7,61,8.2
2014-08-02,8.1,Lluvia ligera,False,8.6,28.0,55,11.0
2014-08-03,0.3,Parcialmente nublado,False,13.0,5.0,74,8.3
2014-08-04,0.1,Despejado,False,11.1,12.0,75,10.4
2014-08-05,0.0,Despejado,False,11.8,18.6,65,10.8
2014-08-06,0.2,Despejado,False,13.3,15.7,62,8.5
2014-08-07,0.0,Despejado,False,14.5,18.0,59,9.2
2014-08-08,2.7,Nublado,False,19.6,11.3,58,9.6
2014-08-09,0.2,Despejado,False,16.2,11.1,64,8.6
2014-08-10,3.1,Lluvia ligera,False,16.1,20.7,79,9.5
2014-08-11,0.0,Despejado,False,16.0,9.0,57,11.3
2014-08-12,1.9,Nublado,False,13.5,22.0,57,11.6
2014-08-13,0.1,Despejado,False,11.1,5.0,57,11.2
2014-08-14,0.2,Despejado,False,13.0,26.7,74,10.9
2014-08-15,0.5,Nublado,False,14.5,22.0,79,7.6
2014-08-16,0.1,Despejado,False,9.7,10.3,77,7.1
2014-08-17,0.1,Despejado,False,14.1,31.1,64,7.7
2014-08-18,11.2,Lluvia ligera,False,13.1,10.9,64,8.7
2014-08-19,7.0,Lluvia ligera,False,17.0,18.3,53,8.5
2014-08-20,0.0,Despejado,False,19.3,28.9,61,10.6
2014-08-21,0.3,Despejado,False,12.2,14.3,70,9.9
2014-08-22,0.6,Parcialmente nublado,False,11.6,11.9,67,8.0
2014-08-23,3.1,Nublado,False,13.0,28.9,52,8.6
2014-08-24,0.3,Despejado,False,16.8,23.1,70,10.6
2014-08-25,1.0,Parcialmente nublado,False,10.7,13.7,68,9.4
2014-08-26,0.1,Despejado,False,10.9,15.6,72,10.8
2014-08-27,0.2,Despejado,False,17.3,28.3,53,12.2
2014-08-28,0.0,Despejado,False,8.5,18.1,65,8.2
2014-08-29,0.4,Despejado,False,12.9,20.3,64,11.0
2014-08-30,0.3,Despejado,False,15.5,29.5,71,8.3
2014-08-31,0.3,Despejado,False,19.3,14.6,53,9.1
2014-09-01,0.2,Parcialmente nublado,False,21.0,6.8,76,9.0
2014-09-02,3.1,Nublado,False,19.1,17.1,51,9.0
2014-09-03,0.1,Parcialmente nublado,False,19.2,22.8,59,10.9
2014-09-04,0.1,Despejado,False,25.6,30.0,63,10.6
2014-09-05,0.1,Despejado,False,20.9,18.7,51,9.4
2014-09-06,0.4,Despejado,False,18.7,9.3,70,8.8
2014-09-07,0.2,Despejado,False,17.2,11.8,64,9.8
2014-09-08,0.2,Despejado,False,29.3,22.4,60,10.4
2014-09-09,0.2,Parcialmente nublado,False,20.7,36.0,72,9.4
2014-09-10,1.0,Parcialmente nublado,False,22.7,12.6,62,9.8
2014-09-11,0.1,Despejado,False,22.2,29.0,72,8.9
2014-09-12,0.4,Despejado,False,24.2,12.4,58,8.8
2014-09-13,0.4,Despejado,False,20.8,5.0,53,11.8
2014-09-14,28.2,Tormenta,True,26.7,21.8,57,8.2
2014-09-15,0.1,Despejado,False,22.6,25.1,60,9.5
2014-09-16,0.1,Despejado,False,19.7,9.9,64,10.3
2014-09-17,0.3,Despejado,False,17.5,10.0,50,8.9
2014-09-18,0.2,Parcialmente nublado,False,25.3,7.9,66,7.8
2014-09-19,0.2,Parcialmente nublado,False,16.0,16.9,76,10.0
2014-09-20,0.2,Despejado,False,21.8,22.9,77,9.8
2014-09-21,0.0,Despejado,False,24.0,11.5,58,11.4
2014-09-22,0.1,Despejado,False,23.6,11.6,57,11.8
2014-09-23,4.0,Lluvia ligera,False,22.1,16.1,75,10.7
2014-09-24,9.9,Lluvia ligera,False,19.1,30.7,60,11.8
2014-09-25,0.4,Parcialmente nublado,False,25.3,21.9,74,8.9
2014-09-26,40.4,Alerta de inundación,True,26.1,15.4,69,8.1
2014-09-27,0.3,Despejado,False,26.8,17.5,70,7.4
2014-09-28,0.2,Despejado,False,23.4,14.2,69,10.6
2014-09-29,0.2,Despejado,False,20.7,34.4,65,10.9
2014-09-30,0.2,Despejado,False,25.2,9.9,75,9.1
2014-10-01,0.3,Despejado,False,24.3,15.1,54,12.2
2014-10-02,0.6,Parcialmente nublado,False,25.9,17.6,75,7.9
2014-10-03,0.1,Parcialmente nublado,False,16.5,19.7,70,9.1
2014-10-04,0.0,Despejado,False,21.6,22.0,57,10.0
2014-10-05,3.2,Nublado,False,21.7,23.2,51,8.9
2014-10-06,11.1,Lluvia ligera,False,23.2,15.4,59,9.6
2014-10-07,0.2,Parcialmente nublado,False,22.1,24.1,51,9.5
2014-10-08,3.0,Nublado,False,22.4,25.2,76,10.1
2014-10-09,0.3,Despejado,False,19.7,17.3,69,9.3
2014-10-10,17.6,Tormenta,True,21.4,24.7,74,7.7
2014-10-11,0.1,Parcialmente nublado,False,25.0,6.2,67,9.0
2014-10-12,0.2,Despejado,False,23.1,16.5,72,7.7
2014-10-13,0.1,Despejado,False,23.2,18.8,69,8.9
2014-10-14,0.1,Despejado,False,23.9,26.0,51,10.8
2014-10-15,0.6,Parcialmente nublado,False,23.5,19.0,62,9.5
2014-10-16,0.4,Parcialmente nublado,False,27.4,11.0,64,8.2
2014-10-17,0.4,Despejado,False,16.3,5.9,63,9.1
2014-10-18,0.2,Despejado,False,17.4,5.0,58,10.6
2014-10-19,0.4,Despejado,False,21.8,10.6,53,10.2
2014-10-20,0.9,Parcialmente nublado,False,25.5,17.7,59,9.1
2014-10-21,0.0,Despejado,False,25.0,23.9,60,8.8
2014-10-22,0.0,Despejado,False,21.5,14.7,67,9.8
2014-10-23,0.2,Parcialmente nublado,False,20.8,25.0,63,9.5
2014-10-24,0.1,Parcialmente nublado,False,28.2,17.5,64,8.6
2014-10-25,0.7,Parcialmente nublado,False,24.5,10.1,67,11.4
2014-10-26,0.3,Despejado,False,24.7,31.7,61,10.3
2014-10-27,0.3,Despejado,False,21.7,13.3,54,10.6
2014-10-28,0.2,Despejado,False,19.7,20.7,69,11.2
2014-10-29,2.3,Nublado,False,23.8,12.4,64,10.9
2014-10-30,0.1,Parcialmente nublado,False,29.7,20.6,60,9.0
2014-10-31,14.3,Tormenta,True,27.6,21.4,70,8.0
2014-11-01,0.1,Despejado,False,24.6,22.8,72,8.2
2014-11-02,0.4,Despejado,False,26.6,16.6,71,8.7
2014-11-03,0.2,Despejado,False,26.6,6.3,64,9.7
2014-11-04,0.1,Despejado,False,22.4,11.6,67,7.7
2014-11-05,0.4,Despejado,False,22.6,27.5,73,8.3
2014-11-06,12.5,Lluvia ligera,False,22.7,17.1,73,7.9
2014-11-07,12.7,Lluvia ligera,False,20.1,21.7,62,9.9
2014-11-08,1.5,Nublado,False,20.3,15.1,62,8.3
2014-11-09,0.2,Despejado,False,17.6,17.2,58,8.5
2014-11-10,0.4,Despejado,False,17.4,14.2,55,10.9
2014-11-11,0.2,Despejado,False,22.0,10.9,69,10.2
2014-11-12,0.2,Parcialmente nublado,False,23.1,10.8,66,8.4
2014-11-13,5.3,Lluvia ligera,False,27.9,15.2,46,11.1
2014-11-14,0.6,Parcialmente nublado,False,25.4,23.9,67,8.7
2014-11-15,0.2,Despejado,False,25.6,16.1,63,11.0
2014-11-16,13.9,Lluvia ligera,False,16.6,23.0,73,7.1
2014-11-17,0.4,Despejado,False,20.3,24.6,49,12.7
2014-11-18,0.1,Despejado,False,21.8,24.3,68,8.6
2014-11-19,3.7,Lluvia ligera,False,27.1,17.6,64,8.4
2014-11-20,0.3,Despejado,False,26.3,14.2,50,11.5
2014-11-21,0.3,Despejado,False,21.4,13.1,64,11.6
2014-11-22,0.2,Despejado,False,21.1,12.2,73,10.5
2014-11-23,0.4,Despejado,False,22.3,14.2,76,10.2
2014-11-24,0.0,Despejado,False,16.2,28.4,71,9.2
2014-11-25,0.1,Despejado,False,22.2,12.4,69,11.1
2014-11-26,1.0,Nublado,False,21.0,21.8,50,9.9
2014-11-27,13.3,Lluvia ligera,False,22.7,27.0,61,8.7
2014-11-28,1.0,Parcialmente nublado,False,22.0,12.2,59,9.3
2014-11-29,0.3,Despejado,False,22.6,15.7,68,11.2
2014-11-30,0.0,Despejado,False,19.0,17.4,50,11.9
2014-12-01,0.2,Despejado,False,27.5,12.9,59,10.6
2014-12-02,0.1,Despejado,False,22.0,20.9,46,11.9
2014-12-03,0.1,Despejado,False,26.3,28.5,69,8.8
2014-12-04,12.8,Tormenta,True,31.8,13.2,67,8.3
2014-12-05,0.2,Despejado,False,23.8,5.6,59,10.1
2014-12-06,0.9,Parcialmente nublado,False,30.9,14.0,66,10.0
2014-12-07,0.2,Despejado,False,21.6,5.0,67,9.1
2014-12-08,1.0,Parcialmente nublado,False,28.3,18.0,50,10.4
2014-12-09,2.6,Nublado,False,23.3,13.2,71,9.7
2014-12-10,15.8,Tormenta,True,26.3,22.7,48,9.8
2014-12-11,10.4,Lluvia ligera,False,34.0,8.1,47,9.0
2014-12-12,0.4,Despejado,False,27.8,5.0,70,8.0
2014-12-13,0.3,Despejado,False,26.0,20.4,46,12.7
2014-12-14,1.7,Nublado,False,28.9,14.0,58,8.7
2014-12-15,0.5,Parcialmente nublado,False,24.7,19.3,69,8.9
2014-12-16,1.6,Nublado,False,22.4,13.4,45,9.7
2014-12-17,0.2,Despejado,False,29.6,21.1,58,8.7
2014-12-18,0.2,Despejado,False,26.5,18.0,71,7.4
2014-12-19,0.6,Nublado,False,24.2,20.6,60,10.0
2014-12-20,5.5,Lluvia ligera,False,23.7,10.5,74,8.8
2014-12-21,2.2,Nublado,False,24.1,7.3,50,9.2
2014-12-22,0.9,Parcialmente nublado,False,24.7,6.6,55,10.4
2014-12-23,0.1,Parcialmente nublado,False,23.1,20.0,53,9.0
2014-12-24,1.1,Parcialmente nublado,False,23.8,31.5,47,10.0
2014-12-25,1.1,Parcialmente nublado,False,31.5,14.4,73,9.7
2014-12-26,0.1,Despejado,False,33.0,15.9,72,11.0
2014-12-27,0.2,Despejado,False,30.3,27.1,69,10.4
2014-12-28,0.3,Despejado,False,25.4,24.3,60,10.8
2014-12-29,0.2,Despejado,False,27.0,14.1,56,11.6
2014-12-30,0.2,Despejado,False,25.3,17.5,66,11.3
2014-12-31,0.1,Despejado,False,23.6,29.2,49,12.6
2015-01-01,0.1,Despejado,False,23.8,19.1,74,8.6
2015-01-02,0.1,Despejado,False,28.4,19.1,62,8.2
2015-01-03,0.8,Parcialmente nublado,False,25.6,17.3,70,8.4
2015-01-04,2.6,Nublado,False,29.7,5.0,83,7.7
2015-01-05,0.4,Parcialmente nublado,False,30.7,5.0,79,9.6
2015-01-06,0.2,Despejado,False,28.8,20.9,68,10.6
2015-01-07,0.3,Despejado,False,27.3,5.0,72,10.1
2015-01-08,3.4,Nublado,False,30.2,13.1,87,7.7
2015-01-09,9.3,Lluvia ligera,False,31.6,5.0,80,7.6
2015-01-10,0.2,Parcialmente nublado,False,26.7,20.4,72,8.5
2015-01-11,0.2,Despejado,False,28.0,8.5,79,9.3
2015-01-12,1.4,Nublado,False,24.8,27.9,65,10.3
2015-01-13,4.3,Lluvia ligera,False,26.7,21.1,83,9.1
2015-01-14,9.3,Lluvia ligera,False,25.9,18.0,79,9.5
2015-01-15,0.2,Despejado,False,30.6,27.2,76,9.7
2015-01-16,0.1,Despejado,False,34.3,25.2,67,10.9
2015-01-17,0.1,Despejado,False,22.3,36.6,71,9.9
2015-01-18,0.3,Despejado,False,21.3,43.6,77,7.7
2015-01-19,5.4,Lluvia ligera,False,31.5,22.5,86,7.0
2015-01-20,24.1,Tormenta,True,32.0,17.0,76,8.6
2015-01-21,0.1,Despejado,False,29.4,14.9,81,9.0
2015-01-22,0.8,Parcialmente nublado,False,21.9,9.8,74,10.5
2015-01-23,0.7,Parcialmente nublado,False,29.2,14.7,70,9.4
2015-01-24,0.1,Despejado,False,24.8,27.1,88,9.4
2015-01-25,0.1,Parcialmente nublado,False,24.0,11.7,70,10.5
2015-01-26,13.4,Lluvia ligera,False,33.2,25.2,78,10.4
2015-01-27,0.2,Despejado,False,24.2,13.4,77,10.6
2015-01-28,0.0,Despejado,False,30.3,10.6,85,6.4
2015-01-29,0.1,Despejado,False,28.1,16.2,64,8.1
2015-01-30,0.3,Despejado,False,25.5,28.2,62,9.4
2015-01-31,0.4,Despejado,False,34.3,11.4,78,10.1
2015-02-01,0.1,Despejado,False,25.5,5.0,67,11.3
2015-02-02,0.1,Despejado,False,29.3,15.0,82,6.9
2015-02-03,0.2,Despejado,False,25.0,25.2,88,6.5
2015-02-04,23.6,Tormenta,True,29.8,5.0,83,10.3
2015-02-05,8.0,Lluvia ligera,False,26.5,12.6,65,8.3
2015-02-06,1.1,Parcialmente nublado,False,30.7,27.1,61,8.1
2015-02-07,0.1,Despejado,False,20.8,7.8,76,7.1
2015-02-08,0.2,Despejado,False,22.9,5.0,62,11.0
2015-02-09,0.2,Despejado,False,31.2,26.2,82,9.5
2015-02-10,0.6,Parcialmente nublado,False,31.2,23.5,70,10.5
2015-02-11,0.2,Despejado,False,24.4,14.3,81,8.0
2015-02-12,13.9,Lluvia ligera,False,29.7,32.7,87,9.5
2015-02-13,4.9,Lluvia ligera,False,24.6,26.7,60,11.4
2015-02-14,0.1,Despejado,False,30.7,15.3,60,11.1
2015-02-15,0.0,Despejado,False,25.4,18.1,88,7.3
2015-02-16,0.4,Parcialmente nublado,False,31.6,23.9,83,6.6
2015-02-17,9.2,Lluvia ligera,False,27.9,17.0,61,8.5
2015-02-18,0.2,Parcialmente nublado,False,25.5,23.5,74,8.6
2015-02-19,2.6,Nublado,False,27.5,5.0,74,10.2
